%time,field.data
1308290000000,0.188163757324
1308330000000,0.178593397141
1308330000000,0.168778777122
1308350000000,0.159789562225
1308370000000,0.150090456009
1308410000000,0.136429548264
1308410000000,0.130393028259
1308450000000,0.120484113693
1308450000000,0.110423326492
1308490000000,0.100151777267
1308490000000,0.0902187824249
1308550000000,0.0800634622574
1308550000000,0.0701142549515
1308550000000,0.0611363649368
1308590000000,0.0504233837128
1308590000000,0.0404857397079
1308600000000,0.0308067798615
1308630000000,0.0222655534744
1308670000000,0.0113272666931
1308670000000,0.00240921974182
1308710000000,-0.00771987438202
1308710000000,-0.016217648983
1308750000000,-0.0239323377609
1308750000000,-0.0309516787529
1308790000000,-0.0368260741234
1308790000000,-0.0483605861664
1308830000000,-0.0513853430748
1308830000000,-0.0601335167885
1308890000000,-0.0671657323837
1308890000000,-0.0713945031166
1308890000000,-0.0752289891243
1308930000000,-0.0799307823181
1308930000000,-0.085068821907
1308950000000,-0.08822453022
1308970000000,-0.0949902534485
1309010000000,-0.101023852825
1309010000000,-0.109167873859
1309050000000,-0.11703056097
1309050000000,-0.122014522552
1309090000000,-0.127916634083
1309090000000,-0.134485125542
1309130000000,-0.141318202019
1309130000000,-0.148659646511
1309190000000,-0.154214680195
1309190000000,-0.161915957928
1309230000000,-0.166726529598
1309230000000,-0.173651576042
1309230000000,-0.179341197014
1309270000000,-0.184487521648
1309270000000,-0.190332591534
1309290000000,-0.193928658962
1309290000000,-0.199467599392
1309350000000,-0.20129776001
1309350000000,-0.204477787018
1309390000000,-0.209244310856
1309390000000,-0.215415596962
1309430000000,-0.220072984695
1309430000000,-0.223828673363
1309470000000,-0.227703630924
1309470000000,-0.230634450912
1309510000000,-0.235609591007
1309510000000,-0.239369213581
1309550000000,-0.242332875729
1309550000000,-0.246858656406
1309590000000,-0.249591171741
1309590000000,-0.252349197865
1309650000000,-0.255376160145
1309650000000,-0.258286893368
1309650000000,-0.261756658554
1309690000000,-0.264256715775
1309690000000,-0.264658510685
1309710000000,-0.267475426197
1309730000000,-0.269477307796
1309770000000,-0.270593106747
1309770000000,-0.270963311195
1309810000000,-0.271760582924
1309810000000,-0.271409749985
1309870000000,-0.27285015583
1309870000000,-0.273799717426
1309910000000,-0.275679051876
1309910000000,-0.276991188526
1309910000000,-0.276053190231
1309950000000,-0.277507960796
1309950000000,-0.277175664902
1309970000000,-0.279069185257
1309990000000,-0.278247177601
1310030000000,-0.277563095093
1310030000000,-0.277709901333
1310070000000,-0.27765005827
1310070000000,-0.277604281902
1310110000000,-0.277281761169
1310110000000,-0.277855038643
1310170000000,-0.276324570179
1310170000000,-0.27584695816
1310210000000,-0.275000393391
1310210000000,-0.274851381779
1310250000000,-0.272407650948
1310250000000,-0.270258963108
1310250000000,-0.26811003685
1310290000000,-0.26587831974
1310290000000,-0.264676451683
1310310000000,-0.261517286301
1310330000000,-0.259667515755
1310370000000,-0.256703257561
1310370000000,-0.255311369896
1310410000000,-0.252582371235
1310410000000,-0.250737786293
1310450000000,-0.248859703541
1310450000000,-0.246852695942
1310490000000,-0.245508790016
1310490000000,-0.242643117905
1310550000000,-0.240686714649
1310550000000,-0.238305270672
1310550000000,-0.236518859863
1310590000000,-0.234328746796
1310590000000,-0.231120586395
1310610000000,-0.229336977005
1310630000000,-0.226663827896
1310670000000,-0.225061655045
1310670000000,-0.222603321075
1310710000000,-0.218156695366
1310710000000,-0.216064870358
1310750000000,-0.213639199734
1310750000000,-0.210733056068
1310810000000,-0.208950281143
1310810000000,-0.204696416855
1310850000000,-0.20182210207
1310850000000,-0.197458744049
1310850000000,-0.195308923721
1310890000000,-0.193752765656
1310890000000,-0.189746499062
1310910000000,-0.187080264091
1310930000000,-0.184867858887
1310970000000,-0.182701706886
1310970000000,-0.178126335144
1311010000000,-0.176475524902
1311010000000,-0.174617230892
1311070000000,-0.171881437302
1311070000000,-0.169315993786
1311110000000,-0.166721642017
1311110000000,-0.16515147686
1311110000000,-0.161940217018
1311150000000,-0.1598970294
1311150000000,-0.156441509724
1311170000000,-0.154870152473
1311190000000,-0.153335571289
1311230000000,-0.150308251381
1311230000000,-0.146524608135
1311270000000,-0.144083678722
1311270000000,-0.141553640366
1311310000000,-0.139264643192
1311310000000,-0.137003600597
1311370000000,-0.134274601936
1311370000000,-0.133036971092
1311370000000,-0.12982070446
1311410000000,-0.127242445946
1311410000000,-0.125771701336
1311430000000,-0.122705340385
1311450000000,-0.120233535767
1311490000000,-0.117866814137
1311490000000,-0.115751981735
1311530000000,-0.112954616547
1311530000000,-0.110882461071
1311570000000,-0.107521355152
1311570000000,-0.105636835098
1311610000000,-0.102840542793
1311610000000,-0.101348221302
1311650000000,-0.0975723862648
1311650000000,-0.0950105190277
1311690000000,-0.0945109724998
1311690000000,-0.0913794636726
1311750000000,-0.088344335556
1311750000000,-0.0880544185638
1311750000000,-0.0846864581108
1311790000000,-0.08414965868
1311790000000,-0.0808182358742
1311810000000,-0.0779316425323
1311830000000,-0.0767966508865
1311870000000,-0.0735219120979
1311870000000,-0.0712822675705
1311910000000,-0.0670508742332
1311910000000,-0.0658846497536
1311950000000,-0.0623712539673
1311950000000,-0.0606981515884
1311990000000,-0.0578850507736
1311990000000,-0.0569097399712
1312050000000,-0.0544432401657
1312050000000,-0.0524135231972
1312090000000,-0.0513333082199
1312090000000,-0.0485234856606
1312090000000,-0.0460562109947
1312130000000,-0.0438249111176
1312130000000,-0.0416757464409
1312150000000,-0.0396403074265
1312170000000,-0.0380895137787
1312210000000,-0.0368041992188
1312210000000,-0.0350272655487
1312250000000,-0.034519970417
1312250000000,-0.0322382450104
1312290000000,-0.0299045443535
1312290000000,-0.028058886528
1312330000000,-0.028392791748
1312330000000,-0.02565741539
1312400000000,-0.0255519151688
1312400000000,-0.0231286287308
1312430000000,-0.0205382704735
1312430000000,-0.0201597809792
1312430000000,-0.0176704525948
1312470000000,-0.0168082714081
1312470000000,-0.0160595774651
1312490000000,-0.0148537158966
1312490000000,-0.0131103396416
1312550000000,-0.0118293166161
1312590000000,-0.0128664374352
1312590000000,-0.0110632181168
1312590000000,-0.0115922093391
1312630000000,-0.0110350847244
1312630000000,-0.010835647583
1312630000000,-0.00883847475052
1312670000000,-0.00949156284332
1312710000000,-0.0074103474617
1312710000000,-0.00668781995773
1312750000000,-0.00547808408737
1312750000000,-0.00400221347809
1312790000000,-0.00378024578094
1312790000000,-0.00309300422668
1312830000000,-0.00120687484741
1312830000000,-0.00122600793839
1312870000000,0.000410079956055
1312870000000,0.0011568069458
1312890000000,0.00294983386993
1312910000000,0.00272274017334
1312950000000,0.00371611118317
1312950000000,0.00406122207642
1312990000000,0.00632798671722
1312990000000,0.00691509246826
1313050000000,0.00851452350616
1313050000000,0.00947189331055
1313050000000,0.0106216669083
1313090000000,0.0111421346664
1313090000000,0.0117896795273
1313110000000,0.0123534202576
1313130000000,0.0127637386322
1313170000000,0.0114449262619
1313170000000,0.0112628936768
1313210000000,0.0112389326096
1313210000000,0.011820435524
1313270000000,0.0119768381119
1313270000000,0.0133701562881
1313270000000,0.0131268501282
1313310000000,0.0129128694534
1313310000000,0.0139163732529
1313330000000,0.0144358873367
1313350000000,0.0157964229584
1313390000000,0.0165677070618
1313390000000,0.0171110630035
1313430000000,0.0173054933548
1313430000000,0.0175520181656
1313490000000,0.018602013588
1313490000000,0.0187232494354
1313490000000,0.0195305347443
1313530000000,0.0193599462509
1313530000000,0.0203535556793
1313550000000,0.020401597023
1313570000000,0.0218315124512
1313610000000,0.0219287872314
1313610000000,0.0229136943817
1313650000000,0.022558093071
1313650000000,0.021516919136
1313690000000,0.0214303731918
1313690000000,0.0194487571716
1313750000000,0.0195108652115
1313750000000,0.0195578336716
1313750000000,0.0209321975708
1313790000000,0.0201486349106
1313790000000,0.0214109420776
1313810000000,0.0214594602585
1313830000000,0.0213901996613
1313870000000,0.0211598873138
1313870000000,0.0208858251572
1313910000000,0.0216678380966
1313910000000,0.0214339494705
1313950000000,0.022958278656
1313950000000,0.0229120254517
1313990000000,0.0225893259048
1313990000000,0.0226219892502
1314050000000,0.0232226848602
1314050000000,0.0229399204254
1314050000000,0.023420214653
1314090000000,0.0227514505386
1314090000000,0.0237053632736
1314110000000,0.0245983600616
1314130000000,0.023627281189
1314170000000,0.0238161087036
1314170000000,0.0247354507446
1314210000000,0.0232044458389
1314210000000,0.0226701498032
1314270000000,0.0214680433273
1314270000000,0.0211712121964
1314270000000,0.0212126970291
1314310000000,0.0200449228287
1314310000000,0.0195726156235
1314320000000,0.0182024240494
1314350000000,0.0185562372208
1314390000000,0.01789021492
1314390000000,0.0166395902634
1314430000000,0.0172644853592
1314430000000,0.0175756216049
1314470000000,0.0176115036011
1314470000000,0.016784787178
1314530000000,0.0171533823013
1314530000000,0.0162454843521
1314530000000,0.0167566537857
1314570000000,0.0166245698929
1314570000000,0.0166623592377
1314590000000,0.0165827274323
1314610000000,0.0157334804535
1314650000000,0.0147451162338
1314650000000,0.0148152112961
1314690000000,0.0157631635666
1314690000000,0.0158178806305
1314730000000,0.0142015218735
1314730000000,0.0132158994675
1314770000000,0.0129429101944
1314770000000,0.0128450393677
1314830000000,0.0106657743454
1314830000000,0.00959038734436
1314830000000,0.0100767612457
1314850000000,0.00995790958405
1314870000000,0.00763618946075
1314910000000,0.0074315071106
1314910000000,0.00575625896454
1314950000000,0.00605666637421
1314950000000,0.00598931312561
1314990000000,0.00550746917725
1314990000000,0.00496006011963
1315050000000,0.0045245885849
1315050000000,0.00359261035919
1315090000000,0.00403428077698
1315090000000,0.00317275524139
1315090000000,0.00278580188751
1315130000000,0.00111305713654
1315130000000,0.00151491165161
1315150000000,0.00250291824341
1315170000000,0.000396966934204
1315210000000,-0.000840306282043
1315210000000,-0.000539183616638
1315250000000,-0.00120067596436
1315250000000,-0.000447154045105
1315290000000,-0.00189501047134
1315290000000,-0.00265830755234
1315350000000,-0.00371837615967
1315350000000,-0.00486958026886
1315390000000,-0.00527864694595
1315390000000,-0.00727677345276
1315390000000,-0.00616955757141
1315430000000,-0.00777703523636
1315430000000,-0.00860774517059
1315450000000,-0.00939220190048
1315470000000,-0.010490834713
1315510000000,-0.0103008747101
1315510000000,-0.0119291543961
1315550000000,-0.0116446018219
1315550000000,-0.0125113725662
1315590000000,-0.0131828188896
1315590000000,-0.0146243572235
1315650000000,-0.0147895216942
1315650000000,-0.0140423774719
1315650000000,-0.0154091119766
1315690000000,-0.0164240002632
1315690000000,-0.0158673524857
1315710000000,-0.0164960026741
1315730000000,-0.0160039067268
1315770000000,-0.0182694196701
1315770000000,-0.0189512372017
1315810000000,-0.019114613533
1315810000000,-0.0202674865723
1315870000000,-0.0209864974022
1315870000000,-0.0205183029175
1315870000000,-0.021971642971
1315910000000,-0.0214830636978
1315910000000,-0.0232453346252
1315930000000,-0.0236362218857
1315950000000,-0.0251625776291
1315990000000,-0.0243008732796
1315990000000,-0.0255659222603
1316030000000,-0.0249084234238
1316030000000,-0.0258173346519
1316070000000,-0.026306450367
1316070000000,-0.0286437273026
1316130000000,-0.0268562436104
1316130000000,-0.0276125669479
1316130000000,-0.0295814871788
1316170000000,-0.0305206775665
1316170000000,-0.029168009758
1316190000000,-0.0286713838577
1316210000000,-0.0288792252541
1316250000000,-0.0282558202744
1316250000000,-0.0303529500961
1316290000000,-0.0304046273232
1316290000000,-0.0309137701988
1316330000000,-0.0316385030746
1316330000000,-0.0316396951675
1316370000000,-0.0315811038017
1316370000000,-0.0318458676338
1316410000000,-0.0331236124039
1316410000000,-0.033886551857
1316450000000,-0.0335358977318
1316450000000,-0.0339741706848
1316510000000,-0.0346606969833
1316510000000,-0.0349116325378
1316550000000,-0.0359933972359
1316550000000,-0.034620821476
1316550000000,-0.0364755392075
1316590000000,-0.0365532636642
1316590000000,-0.0369450449944
1316610000000,-0.0376417636871
1316630000000,-0.0371223688126
1316670000000,-0.0376270413399
1316670000000,-0.0379646420479
1316710000000,-0.0383089184761
1316710000000,-0.0388597249985
1316750000000,-0.0388021469116
1316750000000,-0.0399854779243
1316790000000,-0.0394127964973
1316790000000,-0.0409286618233
1316830000000,-0.0423712134361
1316830000000,-0.0409404039383
1316830000000,-0.0422323346138
1316890000000,-0.0419670343399
1316890000000,-0.0422868132591
1316890000000,-0.0423920154572
1316910000000,-0.0431577563286
1316950000000,-0.0429720878601
1316990000000,-0.0437002778053
1316990000000,-0.0436232089996
1317050000000,-0.0434881448746
1317050000000,-0.0432361960411
1317090000000,-0.044370174408
1317090000000,-0.0452643632889
1317090000000,-0.0454407930374
1317130000000,-0.0455346703529
1317130000000,-0.0459483861923
1317150000000,-0.0466344952583
1317170000000,-0.0465919971466
1317210000000,-0.0468630194664
1317210000000,-0.0479381680489
1317250000000,-0.0470945835114
1317250000000,-0.047756254673
1317290000000,-0.0489109754562
1317290000000,-0.0489870905876
1317330000000,-0.049451649189
1317330000000,-0.0497834682465
1317390000000,-0.0502283573151
1317390000000,-0.049732208252
1317390000000,-0.0513654351234
1317430000000,-0.0507333278656
1317430000000,-0.0509554743767
1317450000000,-0.0514385700226
1317470000000,-0.0522931814194
1317510000000,-0.0510109066963
1317510000000,-0.0520938634872
1317550000000,-0.0530490279198
1317550000000,-0.0529772043228
1317590000000,-0.0507965087891
1317590000000,-0.0511040091515
1317630000000,-0.0504533648491
1317630000000,-0.0518801808357
1317690000000,-0.0509108901024
1317690000000,-0.0515020489693
1317690000000,-0.0506408214569
1317730000000,-0.052201628685
1317730000000,-0.0520792603493
1317750000000,-0.0528747439384
1317770000000,-0.0525550246239
1317810000000,-0.0530260205269
1317810000000,-0.0533788204193
1317850000000,-0.0528505444527
1317850000000,-0.0531779527664
1317890000000,-0.0529155731201
1317890000000,-0.0534356236458
1317930000000,-0.0530915856361
1317930000000,-0.0541813969612
1317970000000,-0.0538871884346
1317970000000,-0.0538209676743
1318030000000,-0.0541786551476
1318030000000,-0.0538620948792
1318030000000,-0.0544480085373
1318070000000,-0.0551843047142
1318070000000,-0.0553684830666
1318090000000,-0.0556713342667
1318110000000,-0.0535597801208
1318150000000,-0.05456417799
1318150000000,-0.053114593029
1318190000000,-0.0541108250618
1318190000000,-0.054450750351
1318250000000,-0.0543039441109
1318250000000,-0.0556474924088
1318290000000,-0.0553857684135
1318290000000,-0.05557513237
1318290000000,-0.0546182990074
1318330000000,-0.0548186302185
1318330000000,-0.0546810030937
1318330000000,-0.0552149415016
1318350000000,-0.0556492209435
1318390000000,-0.0556834340096
1318450000000,-0.0556472539902
1318450000000,-0.0563635230064
1318450000000,-0.0554678440094
1318490000000,-0.0551591515541
1318490000000,-0.0558912158012
1318510000000,-0.0554022789001
1318520000000,-0.0561426281929
1318570000000,-0.0561541318893
1318570000000,-0.0559403896332
1318610000000,-0.0567541122437
1318610000000,-0.0558921694756
1318650000000,-0.0560798048973
1318650000000,-0.0560818910599
1318690000000,-0.0576366186142
1318690000000,-0.0569760799408
1318750000000,-0.0570897459984
1318750000000,-0.056601524353
1318790000000,-0.0584958195686
1318790000000,-0.0573400259018
1318790000000,-0.0568100214005
1318830000000,-0.0564172267914
1318830000000,-0.0564743876457
1318830000000,-0.0571136474609
1318850000000,-0.056127846241
1318910000000,-0.056246638298
1318910000000,-0.0584309697151
1318930000000,-0.0576563477516
1318950000000,-0.0564136505127
1318990000000,-0.0558404922485
1318990000000,-0.0562305450439
1319030000000,-0.0570530295372
1319030000000,-0.0571518540382
1319070000000,-0.0572000145912
1319070000000,-0.0570153594017
1319130000000,-0.0569202899933
1319130000000,-0.0567743778229
1319130000000,-0.0571111440659
1319170000000,-0.0578159689903
1319170000000,-0.0587912201881
1319190000000,-0.0579950213432
1319210000000,-0.0585485100746
1319250000000,-0.0574949383736
1319250000000,-0.0574841499329
1319290000000,-0.0569106340408
1319290000000,-0.0559666752815
1319330000000,-0.0553562641144
1319330000000,-0.0561411976814
1319390000000,-0.0562710762024
1319390000000,-0.056420981884
1319430000000,-0.054273724556
1319430000000,-0.0540351271629
1319430000000,-0.0526620745659
1319470000000,-0.0504250526428
1319470000000,-0.0476549863815
1319490000000,-0.0471205115318
1319510000000,-0.0465368032455
1319550000000,-0.0485565662384
1319550000000,-0.0471996068954
1319590000000,-0.0466813445091
1319590000000,-0.046476483345
1319630000000,-0.0464693903923
1319630000000,-0.0460611581802
1319690000000,-0.047166287899
1319690000000,-0.0467503070831
1319690000000,-0.0465171337128
1319730000000,-0.0472527742386
1319730000000,-0.0470290184021
1319750000000,-0.0470061302185
1319770000000,-0.0469836592674
1319810000000,-0.0456736683846
1319810000000,-0.0459744334221
1319850000000,-0.0461898446083
1319850000000,-0.0462809801102
1319890000000,-0.0464401841164
1319890000000,-0.0465511083603
1319930000000,-0.04614174366
1319930000000,-0.0453876852989
1319970000000,-0.0458246469498
1319970000000,-0.0457186102867
1320030000000,-0.0460014343262
1320030000000,-0.0463839769363
1320070000000,-0.0455047488213
1320070000000,-0.0458893179893
1320070000000,-0.0462663173676
1320110000000,-0.0456656813622
1320110000000,-0.0458436608315
1320130000000,-0.0455124378204
1320150000000,-0.0481840968132
1320190000000,-0.0454090833664
1320190000000,-0.0454988479614
1320230000000,-0.0470706820488
1320230000000,-0.0454231500626
1320270000000,-0.0447149276733
1320270000000,-0.0458773970604
1320310000000,-0.0451535582542
1320310000000,-0.0446911454201
1320370000000,-0.0457976460457
1320370000000,-0.0443564653397
1320370000000,-0.0445158481598
1320410000000,-0.0444681048393
1320410000000,-0.0441385507584
1320430000000,-0.0442925691605
1320450000000,-0.044042468071
1320490000000,-0.0435636639595
1320490000000,-0.044532418251
1320530000000,-0.0435516834259
1320530000000,-0.0433060526848
1320570000000,-0.0433425307274
1320570000000,-0.0423656105995
1320610000000,-0.0422478318214
1320610000000,-0.0429052710533
1320670000000,-0.0422620773315
1320670000000,-0.042681992054
1320670000000,-0.0424000024796
1320710000000,-0.0423030853271
1320710000000,-0.042112827301
1320730000000,-0.0413320660591
1320750000000,-0.0426023602486
1320790000000,-0.0418885946274
1320790000000,-0.0427140593529
1320830000000,-0.0408889055252
1320830000000,-0.0415157079697
1320860000000,-0.0417385697365
1320860000000,-0.0421587228775
1320910000000,-0.0403990149498
1320910000000,-0.0398119688034
1320970000000,-0.0391696095467
1320970000000,-0.0369123220444
1321010000000,-0.0365574359894
1321010000000,-0.0375852584839
1321010000000,-0.0368822813034
1321050000000,-0.0375652909279
1321050000000,-0.0367097258568
1321070000000,-0.0380951166153
1321090000000,-0.0361525416374
1321130000000,-0.0360537171364
1321130000000,-0.0366708040237
1321170000000,-0.0351104140282
1321170000000,-0.0362070202827
1321210000000,-0.0347318649292
1321210000000,-0.034352183342
1321270000000,-0.0346728563309
1321270000000,-0.0339022874832
1321310000000,-0.034207046032
1321310000000,-0.0346851348877
1321310000000,-0.0333297848701
1321350000000,-0.0332803726196
1321350000000,-0.0331364274025
1321370000000,-0.0334542393684
1321390000000,-0.0333872437477
1321430000000,-0.0317258238792
1321430000000,-0.0326004624367
1321470000000,-0.0307428240776
1321470000000,-0.0310007929802
1321510000000,-0.0304361581802
1321510000000,-0.0290698409081
1321550000000,-0.0302115678787
1321550000000,-0.0288266539574
1321590000000,-0.0273525118828
1321590000000,-0.029389500618
1321630000000,-0.0290349721909
1321630000000,-0.0273258090019
1321690000000,-0.0269709229469
1321690000000,-0.0275243520737
1321690000000,-0.026058614254
1321730000000,-0.0259956121445
1321730000000,-0.0258369445801
1321750000000,-0.0256643295288
1321770000000,-0.0254750847816
1321810000000,-0.0257074832916
1321810000000,-0.0258355736732
1321850000000,-0.0261568427086
1321850000000,-0.024517416954
1321890000000,-0.0254120230675
1321890000000,-0.0246362686157
1321930000000,-0.0248076915741
1321930000000,-0.0237792730331
1321970000000,-0.0243802666664
1321970000000,-0.0247856378555
1322010000000,-0.0231803655624
1322010000000,-0.0238031744957
1322070000000,-0.0229778289795
1322070000000,-0.0233759880066
1322070000000,-0.0222305655479
1322110000000,-0.0220024585724
1322110000000,-0.0221111774445
1322130000000,-0.0217955112457
1322150000000,-0.0216255784035
1322190000000,-0.0211429595947
1322190000000,-0.0209757685661
1322230000000,-0.0208106637001
1322230000000,-0.0207836031914
1322270000000,-0.0214033722878
1322270000000,-0.0218454003334
1322310000000,-0.019530236721
1322310000000,-0.0198980569839
1322370000000,-0.0191828608513
1322370000000,-0.0201017260551
1322370000000,-0.01987439394
1322410000000,-0.0191794037819
1322410000000,-0.020156443119
1322430000000,-0.0184221863747
1322450000000,-0.0188549160957
1322490000000,-0.0181051492691
1322490000000,-0.0179232954979
1322530000000,-0.018221616745
1322530000000,-0.0168240666389
1322570000000,-0.0189301371574
1322570000000,-0.0179046988487
1322630000000,-0.0180239081383
1322630000000,-0.0192332267761
1322630000000,-0.0189490914345
1322670000000,-0.0184096097946
1322670000000,-0.0179607272148
1322690000000,-0.0187798142433
1322710000000,-0.0179455280304
1322730000000,-0.0191085934639
1322790000000,-0.0181266665459
1322790000000,-0.0184932351112
1322830000000,-0.019054889679
1322830000000,-0.0172157287598
1322830000000,-0.0176759958267
1322860000000,-0.0167003273964
1322860000000,-0.0169996023178
1322890000000,-0.0163432955742
1322910000000,-0.0182403326035
1322950000000,-0.0175254940987
1322950000000,-0.0165737867355
1322990000000,-0.0156825780869
1322990000000,-0.0159375071526
1323030000000,-0.0151525139809
1323030000000,-0.0155721306801
1323070000000,-0.0155653953552
1323070000000,-0.0160058736801
1323130000000,-0.0151991248131
1323130000000,-0.0151603221893
1323170000000,-0.0147759318352
1323170000000,-0.0127142071724
1323170000000,-0.0140897631645
1323210000000,-0.0140214562416
1323210000000,-0.0126609802246
1323230000000,-0.0115574002266
1323250000000,-0.0116815567017
1323290000000,-0.0117309689522
1323290000000,-0.0110777020454
1323330000000,-0.0106489658356
1323330000000,-0.00992196798325
1323370000000,-0.0105661153793
1323370000000,-0.010812997818
1323410000000,-0.0101144909859
1323410000000,-0.00927001237869
1323470000000,-0.00944513082504
1323470000000,-0.00841617584229
1323470000000,-0.00884556770325
1323510000000,-0.00946927070618
1323510000000,-0.00923156738281
1323530000000,-0.00886327028275
1323530000000,-0.00848066806793
1323590000000,-0.00894969701767
1323590000000,-0.00836879014969
1323630000000,-0.00842171907425
1323630000000,-0.00764256715775
1323670000000,-0.00843155384064
1323670000000,-0.00816679000854
1323710000000,-0.00892746448517
1323710000000,-0.00813376903534
1323750000000,-0.00847572088242
1323750000000,-0.0108177065849
1323790000000,-0.00839304924011
1323790000000,-0.00981682538986
1323850000000,-0.00932335853577
1323850000000,-0.00790137052536
1323870000000,-0.0077069401741
1323870000000,-0.00788998603821
1323930000000,-0.00719845294952
1323930000000,-0.0077947974205
1323930000000,-0.00708496570587
1323970000000,-0.0080897808075
1323970000000,-0.00754296779633
1323990000000,-0.00783538818359
1324010000000,-0.00636011362076
1324050000000,-0.00748747587204
1324050000000,-0.00634479522705
1324090000000,-0.00746065378189
1324090000000,-0.00698602199554
1324130000000,-0.00614005327225
1324130000000,-0.00685596466064
1324190000000,-0.00717550516129
1324190000000,-0.00676357746124
1324190000000,-0.00587111711502
1324230000000,-0.00477534532547
1324230000000,-0.00524127483368
1324250000000,-0.00428134202957
1324270000000,-0.00525712966919
1324310000000,-0.00500655174255
1324310000000,-0.00467973947525
1324350000000,-0.00501370429993
1324350000000,-0.004787504673
1324390000000,-0.00521224737167
1324390000000,-0.0037134885788
1324430000000,-0.0047612786293
1324430000000,-0.00555264949799
1324490000000,-0.0059198141098
1324490000000,-0.0046198964119
1324490000000,-0.00436234474182
1324530000000,-0.00445252656937
1324530000000,-0.00429177284241
1324550000000,-0.00397181510925
1324570000000,-0.00486117601395
1324610000000,-0.00370562076569
1324610000000,-0.00455188751221
1324650000000,-0.00368189811707
1324650000000,-0.00249630212784
1324690000000,-0.00352931022644
1324690000000,-0.00300371646881
1324730000000,-0.00390249490738
1324730000000,-0.00403010845184
1324790000000,-0.00332200527191
1324790000000,-0.00440293550491
1324790000000,-0.00372791290283
1324830000000,-0.00369322299957
1324830000000,-0.0044772028923
1324850000000,-0.00427544116974
1324870000000,-0.00380021333694
1324910000000,-0.00459349155426
1324910000000,-0.00295913219452
1324950000000,-0.00411146879196
1324950000000,-0.00340682268143
1324990000000,-0.00370234251022
1324990000000,-0.00389415025711
1325030000000,-0.00268548727036
1325030000000,-0.0031031370163
1325090000000,-0.00380969047546
1325090000000,-0.00368666648865
1325090000000,-0.00256377458572
1325130000000,-0.00459057092667
1325130000000,-0.00456690788269
1325170000000,-0.0044966340065
1325170000000,-0.00323635339737
1325210000000,-0.00333893299103
1325210000000,-0.00276178121567
1325270000000,-0.00285685062408
1325270000000,-0.00304979085922
1325270000000,-0.00413072109222
1325310000000,-0.00292956829071
1325310000000,-0.00407272577286
1325330000000,-0.00188076496124
1325350000000,-0.00279432535172
1325370000000,-0.00254106521606
1325410000000,-0.00337237119675
1325410000000,-0.00199967622757
1325470000000,-0.00297784805298
1325470000000,-0.00335556268692
1325470000000,-0.00315678119659
1325510000000,-0.00440281629562
1325510000000,-0.00481820106506
1325530000000,-0.00502008199692
1325550000000,-0.00452923774719
1325590000000,-0.00637114048004
1325590000000,-0.00565034151077
1325630000000,-0.00469356775284
1325630000000,-0.00468850135803
1325670000000,-0.00493705272675
1325670000000,-0.00569039583206
1325710000000,-0.00502991676331
1325710000000,-0.00452774763107
1325750000000,-0.00574284791946
1325750000000,-0.00575965642929
1325810000000,-0.00527656078339
1325810000000,-0.00520128011703
1325810000000,-0.00589221715927
1325850000000,-0.00440484285355
1325850000000,-0.00565022230148
1325850000000,-0.00591975450516
1325890000000,-0.00560766458511
1325930000000,-0.005479991436
1325930000000,-0.0069368481636
1325970000000,-0.00647580623627
1325970000000,-0.00595897436142
